2016-01-07,11.69,10.83,10.85,11.78,3711400
2016-01-06,11.64,11.56,12.03,12.08,13610600
2016-01-05,11.21,11,11.63,11.84,20522400
2016-01-04,12.91,11.69,11.71,13.1,16520800
2016-01-01,12.97,12.97,12.97,12.97,0
2015-12-31,13.28,12.95,12.97,13.3,12230800
2015-12-30,13.33,13.01,13.21,13.33,10355600
2015-12-29,12.85,12.69,13.28,13.38,16992600
2015-12-28,13.73,12.7,12.87,13.82,24281400
2015-12-24,13.65,13.37,13.9,13.92,25087000
2015-12-23,13.71,13.48,13.6,13.78,21580400
2015-12-22,13.28,13.2,13.81,13.9,28866500
2015-12-21,13.06,12.95,13.24,13.36,21078000
2015-12-18,13.52,13,13.2,13.65,24564800
2015-12-17,13.23,13,13.51,13.65,25042600
2015-12-16,13.34,13.05,13.15,13.37,15915100
2015-12-15,13.3,13,13.22,13.58,19152900
2015-12-14,12.71,12.63,13.31,13.35,18149500
2015-12-11,12.84,12.55,12.93,13.16,22158800
2015-12-10,13.55,12.81,12.94,13.77,27377000
2015-12-09,13.35,13.15,13.48,13.55,23798000
2015-12-08,14.05,13.34,13.5,14.05,28611800
2015-12-07,14.1,13.62,14.32,14.4,39998300
2015-12-04,14.85,14.2,14.29,15.57,45859100
2015-12-03,14.04,13.68,14.86,15.2,37218100
2015-12-02,14.1,13.22,13.82,14.1,27192600
2015-12-01,14.01,13.51,14.24,14.5,37695300
2015-11-30,14.31,13.4,13.99,14.65,41611300
2015-11-27,14.98,13.8,14.11,15.14,29902600
2015-11-26,15.6,15.17,15.22,16.28,36438500
2015-11-25,14.5,14.16,15.85,15.85,59174900
2015-11-24,14.6,14.05,14.41,15.27,59401200
2015-11-23,13.92,13.9,14.43,14.43,60475900
2015-11-20,12.44,12.31,13.12,13.19,56735100
2015-11-19,11.75,11.75,12.44,12.45,48410800
2015-11-18,12.05,11.64,11.71,12.18,22215500
2015-11-17,12.17,11.92,12.12,12.48,44215400
2015-11-16,11.49,11.31,12.11,12.18,23448700
2015-11-13,12.11,11.63,11.86,12.15,31286500
2015-11-12,12.05,11.81,12.27,12.42,36541700
2015-11-11,11.91,11.8,12.12,12.24,36279600
2015-11-10,11.68,11.58,11.97,12.17,39693500
2015-11-09,11.51,11.5,11.78,11.97,25731800
2015-11-06,11.43,11.33,11.66,11.74,22802800
2015-11-05,11.08,10.96,11.44,11.75,33559800
2015-11-04,10.69,10.68,11.1,11.15,25355500
2015-11-03,11.03,10.38,10.63,11.09,20563100
2015-11-02,11.15,10.91,10.96,11.42,27822600
2015-10-30,11.65,11.63,11.79,11.92,28283500
2015-10-29,11.75,11.51,11.69,11.92,23754400
2015-10-28,11.91,11.56,11.72,12.01,25550900
2015-10-27,11.21,11.04,12.1,12.3,43726900
2015-10-26,11.45,11.11,11.29,11.53,20658900
2015-10-23,11.22,11.01,11.25,11.35,23743300
2015-10-22,10.84,10.57,11.11,11.17,17308500
2015-10-21,11.93,10.76,10.88,12.04,32654100
2015-10-20,12.01,11.65,11.95,12.06,32120900
2015-10-19,12,11.51,12.2,12.25,42781000
2015-10-16,11.91,11.32,11.98,12.01,23549900
2015-10-15,11.3,11.3,11.9,11.94,12035700
2015-10-14,11.6,11.43,11.46,11.9,17730100
2015-10-13,11.6,11.41,11.59,11.76,13643200
2015-10-12,11.4,11.25,11.79,12.06,21782900
2015-10-09,10.61,10.57,11.29,11.6,21815600
2015-10-08,10.42,10.33,10.64,10.85,13030700
2015-10-07,10,10,10,10,0
2015-10-06,10,10,10,10,0
2015-10-05,10,10,10,10,0
2015-10-02,10,10,10,10,0
2015-10-01,10,10,10,10,0
2015-09-30,9.96,9.92,10,10.2,7392900
2015-09-29,10.26,9.78,9.88,10.27,14899900
2015-09-28,10.5,10.1,10.44,10.56,8334700
2015-09-25,10.53,10.25,10.38,10.84,18992300
2015-09-24,10.26,10.25,10.61,10.63,13168800
2015-09-23,10.4,10,10.21,10.69,15892200
2015-09-22,10.65,10.41,10.61,11,20605600
2015-09-21,9.89,9.66,10.71,10.83,18724000
2015-09-18,9.76,9.75,10.01,10.2,14210700
2015-09-17,9.71,9.58,9.64,10.48,23522100
2015-09-16,9.01,9,9.75,9.75,19232600
2015-09-15,9.42,8.81,8.86,9.79,17753100
2015-09-14,10.99,9.79,9.79,11.2,21674900
2015-09-11,10.79,10.49,10.88,11.04,20563300
2015-09-10,10.77,10.5,10.55,11.16,17348900
2015-09-09,10.38,10.28,11.07,11.15,33548700
2015-09-08,9.22,9.06,10.18,10.18,20370600
2015-09-07,9.22,9.05,9.25,9.59,16450900
2015-09-04,8.89,8.89,8.89,8.89,0
2015-09-03,8.89,8.89,8.89,8.89,0
2015-09-02,8.7,8.44,8.89,9.93,25724600
2015-09-01,10.32,9.23,9.24,10.32,20056900
2015-08-31,10.74,10.2,10.26,10.74,22065800
2015-08-28,10.23,10.03,10.89,10.89,28250400
2015-08-27,9.54,9.05,9.9,9.93,24674500
2015-08-26,9.91,8.82,9.29,10.09,38217000
2015-08-25,9.8,9.8,9.8,10.13,21721200
2015-08-24,11.39,10.89,10.89,11.69,13735500
2015-08-21,12.89,11.9,12.1,12.99,28251500
2015-08-20,14.1,13.16,13.2,14.16,25550800
