2016-01-07,12.15,11.29,11.29,12.15,3239000
2016-01-06,12.18,12.16,12.54,12.67,10872900
2016-01-05,11.95,11.61,12.09,12.7,15023000
2016-01-04,14.2,12.9,12.9,14.28,12794700
2016-01-01,14.33,14.33,14.33,14.33,0
2015-12-31,14.6,14.28,14.33,15.15,18378700
2015-12-30,14.2,14.1,14.5,14.65,12329000
2015-12-29,13.98,13.9,14.14,14.18,6664400
2015-12-28,14.23,13.94,14.05,14.81,17521100
2015-12-24,14.18,13.6,14.34,14.44,13431600
2015-12-23,14.23,13.98,14.14,14.7,13956700
2015-12-22,14.58,14.13,14.22,14.58,17793100
2015-12-21,14.9,14.33,14.7,14.98,17137300
2015-12-18,14.16,13.79,14.86,14.9,26277500
2015-12-17,13.88,13.88,14.1,14.38,21833900
2015-12-16,13.9,13.88,14.03,14.75,28745100
2015-12-15,13.06,12.93,13.55,13.8,22105200
2015-12-14,12.65,12.34,13.09,13.13,17071400
2015-12-11,12.84,12.76,12.95,13.38,31990200
2015-12-10,11.68,11.68,12.76,12.76,16138500
2015-12-09,11.84,11.55,11.6,11.94,8576300
2015-12-08,12.27,11.88,11.96,12.34,12242400
2015-12-07,12.34,12.07,12.38,12.46,13678500
2015-12-04,12,11.92,12.33,12.54,15965800
2015-12-03,11.65,11.64,12.1,12.18,14248200
2015-12-02,11.82,10.7,11.72,11.84,14573600
2015-12-01,11.75,11.47,11.85,11.97,21309000
2015-11-30,12.61,11.36,11.96,12.75,37854100
2015-11-27,14.03,12.62,12.62,14.46,24644000
2015-11-26,14,13.91,14.02,14.68,17708700
2015-11-25,13.85,13.6,14.22,14.33,19668900
2015-11-24,13.91,13.5,13.87,14.1,19922400
2015-11-23,14.38,13.9,13.95,15.38,35165300
2015-11-20,14.3,14.24,14.58,15.78,43525300
2015-11-19,13.9,13.38,14.48,14.88,44596400
2015-11-18,14.28,13.6,13.87,14.98,43636800
2015-11-17,13.48,13.38,14,14,31795600
2015-11-16,11.38,11.31,12.73,12.73,31726800
2015-11-13,11.1,11.03,11.57,11.95,26727600
2015-11-12,11.18,11,11.28,11.32,14914600
2015-11-11,10.84,10.78,11.2,11.23,16602400
2015-11-10,10.62,10.56,10.79,10.97,13884100
2015-11-09,10.64,10.3,10.73,10.8,17851600
2015-11-06,10.57,10.5,10.72,10.77,14527500
2015-11-05,10.6,10.38,10.56,10.76,15538600
2015-11-04,10.22,10.18,10.66,10.71,17314400
2015-11-03,9.95,9.82,10.23,10.43,12461200
2015-11-02,10.01,9.85,9.93,10.32,10413900
2015-10-30,10.2,10.15,10.31,10.54,7785100
2015-10-29,10.27,10.13,10.26,10.44,7718300
2015-10-28,10.57,10.15,10.18,10.66,11647800
2015-10-27,10.7,10.05,10.72,10.82,14203900
2015-10-26,10.88,10.5,10.8,11.37,26284600
2015-10-23,9.77,9.55,10.51,10.51,17733400
2015-10-22,9.1,9.08,9.55,9.58,8155400
2015-10-21,9.93,9,9.06,10.07,12752900
2015-10-20,9.99,9.75,10,10.07,9044700
2015-10-19,9.96,9.71,10.01,10.13,12353400
2015-10-16,9.62,9.51,9.8,9.95,10915800
2015-10-15,9.23,9.19,9.58,9.64,7845700
2015-10-14,9.49,9.1,9.2,9.63,8813000
2015-10-13,9.35,9.28,9.5,9.56,8493400
2015-10-12,9.07,9.02,9.42,9.65,13155900
2015-10-09,8.88,8.83,9.01,9.12,9755000
2015-10-08,8.8,8.62,8.99,9.03,13072300
2015-10-07,8.37,8.37,8.37,8.37,0
2015-10-06,8.37,8.37,8.37,8.37,0
2015-10-05,8.37,8.37,8.37,8.37,0
2015-10-02,8.37,8.37,8.37,8.37,0
2015-10-01,8.37,8.37,8.37,8.37,0
2015-09-30,8.34,8.2,8.37,8.48,6754400
2015-09-29,8.33,8.2,8.4,8.67,13358300
2015-09-28,8.2,8.04,8.52,8.55,10968500
2015-09-25,8.35,7.83,8.06,8.35,11381300
2015-09-24,8.15,8.08,8.35,8.35,8882500
2015-09-23,8.1,7.95,8.06,8.26,6944200
2015-09-22,8.25,8.12,8.24,8.4,8310600
2015-09-21,7.75,7.72,8.24,8.25,9376800
2015-09-18,7.69,7.56,7.81,7.85,6374400
2015-09-17,7.69,7.6,7.62,8.16,11992200
2015-09-16,7.18,7.11,7.77,7.77,10228600
2015-09-15,7.58,7.02,7.06,7.7,10691100
2015-09-14,8.73,7.8,7.8,8.75,10490000
2015-09-11,8.53,8.4,8.67,8.72,9655200
2015-09-10,8.56,8.38,8.48,8.73,7523400
2015-09-09,8.45,8.33,8.72,8.77,15117800
2015-09-08,7.8,7.75,8.37,8.45,9753300
2015-09-07,7.75,7.65,7.8,8,8240700
2015-09-04,7.51,7.51,7.51,7.51,0
2015-09-03,7.51,7.51,7.51,7.51,0
2015-09-02,7.48,7.34,7.51,8.21,10191500
2015-09-01,8.65,7.87,7.87,8.75,10908800
2015-08-31,9,8.69,8.74,9.04,11609800
2015-08-28,8.7,8.54,9.14,9.16,15815700
2015-08-27,8.41,7.84,8.5,8.6,15087500
2015-08-26,8.78,8.06,8.08,9.22,17256500
2015-08-25,8.96,8.96,8.96,9.22,14546400
2015-08-24,10.48,9.95,9.95,10.68,9067000
2015-08-21,11.2,10.51,11.05,11.86,18160100
2015-08-20,11.88,11.61,11.67,12.48,21187800
