日线	000581	威孚高科										
时间	开盘价	最高价	最低价	收盘价	成交量	成交额	MA.MA1	MA.MA2	MA.MA3	MA.MA4	MA.MA5	MA.MA6
20091231	18.94000053	19.04999924	18.71999931	18.85000038	39460	7435.799805	18.61800003	17.68500137	17.67250061	17.3793354	13.48424816	11.29696178
20091230	18.85000038	19.06999969	18.51000023	18.94000053	81548	15318.59961	18.44800186	17.52999878	17.6155014	17.28333282	13.42191505	11.2455616
20091229	18.20000076	19.27000046	18.20000076	18.89999962	109687	20692.90039	17.93200111	17.41599846	17.55800056	17.18566895	13.35808182	11.19280148
20091228	18.20000076	18.36000061	18.01000023	18.20000076	54486	9897.599609	17.40999985	17.3010006	17.47300148	17.08866692	13.29574871	11.14000225
20091225	18.25	18.35000038	17.71999931	18.20000076	91368	16473.90039	17.15199852	17.27899933	17.39550209	17.02133369	13.24183273	11.09004307
20091224	16.37999916	18	16.37999916	18	151564	26582.19922	16.75200081	17.23199844	17.26600075	16.94466591	13.18758202	11.03984261
20091223	16.22999954	16.39999962	16.10000038	16.36000061	31945	5180.600098	16.61199951	17.20699883	17.16999817	16.87799835	13.12908268	10.9901619
20091222	16.89999962	16.89999962	16.14999962	16.29000092	62757	10328.90039	16.89999962	17.33000183	17.20149994	16.83633232	13.0824995	10.94860268
20091221	16.20000076	16.93000031	16.20000076	16.90999985	61336	10101.09961	17.19200134	17.48099899	17.1970005	16.81333351	13.03833199	10.90764236
20091218	17.01000023	17.29000092	16.07999992	16.20000076	64545	10695.2998	17.40600014	17.56999969	17.19549942	16.76633263	12.98983192	10.8637228
20091217	17.79000092	17.88999939	17.18000031	17.29999924	48514	8459.599609	17.71199989	17.65999985	17.22649956	16.74900055	12.94574928	10.82368374
20091216	17.77000046	18.25	17.70000076	17.79999924	59842	10763	17.80199814	17.70100021	17.15999985	16.68966484	12.89224815	10.77724361
20091215	17.89999962	18.05999947	17.61000061	17.75	44925	8015.799805	17.76000023	17.69999886	17.07049942	16.62266731	12.83624744	10.72772408
20091214	17.70000076	17.97999954	16.95999908	17.97999954	69269	12106.40039	17.76999855	17.64500046	16.98250008	16.56800079	12.78041458	10.67832279
20091211	17.61000061	18.01000023	17.61000061	17.72999954	55637	9937.5	17.73399925	17.51199913	16.89249802	16.50033188	12.72391415	10.62660313
20091210	17.77000046	18.03000069	17.5	17.75	38813	6871.5	17.6079998	17.29999924	16.80099869	16.41266632	12.66824722	10.57508373
20091209	17.57999992	18.06999969	17.38999939	17.59000015	58697	10382	17.60000038	17.13299942	16.71349716	16.31433296	12.61349773	10.52256393
20091208	17.89999962	18.06999969	17.62999916	17.79999924	67051	11954.40039	17.63999939	17.07300186	16.58949852	16.2159996	12.55991459	10.47180367
20091207	17.03000069	17.95000076	17.03000069	17.79999924	109165	19347.59961	17.52000046	16.91300201	16.47949982	16.10599899	12.50499821	10.42032433
20091204	17.51000023	17.72999954	16.70999908	17.10000038	137051	23563.59961	17.28999901	16.82099915	16.36450005	15.98066711	12.45449734	10.36900425
20091203	17.79999924	17.80999947	17.35000038	17.70999908	94260	16583.5	16.99200058	16.79299927	16.2935009	15.87899971	12.4092474	10.32156372
20091202	17.60000038	17.88999939	17.32999992	17.79000092	144932	25515.09961	16.66599846	16.61899948	16.18400002	15.75866699	12.35691547	10.27232456
20091201	16.70000076	17.23999977	16.5	17.20000076	82783	14055.7998	16.50600052	16.44099808	16.08399963	15.62699986	12.30549908	10.2230444
20091130	15.69999981	16.71999931	15.69999981	16.64999962	99396	16223.5	16.30600166	16.31999779	16.02949905	15.51466656	12.25916576	10.17456341
20091127	15.89999962	16.23999977	15.39999962	15.60999966	90587	14357.59961	16.35200119	16.27300072	15.99449921	15.40399837	12.21916485	10.13052368
20091126	16.98999977	17.35000038	15.97999954	16.07999992	104716	17424.80078	16.59399986	16.30200005	15.96899986	15.322999	12.19141579	10.08984375
20091125	16.10000038	17.10000038	16.01000023	16.98999977	94257	15555	16.5719986	16.29400063	15.90500069	15.23900032	12.15891552	10.0460844
20091124	16.96999931	17.29000092	16	16.20000076	145574	24496.40039	16.37600136	16.10599899	15.78750134	15.10966682	12.11824989	9.996803284
20091123	16.85000038	17.54999924	16.79999924	16.87999916	152315	26214.69922	16.33399963	16.04600143	15.7025013	15.01566601	12.08375072	9.949923515
20091120	16.02000046	16.95000076	15.80000019	16.81999969	153672	25442.69922	16.19400024	15.90799904	15.5605011	14.89466572	12.05474949	9.901003838
20091119	16	16.10000038	15.85000038	15.97000027	60615	9678.099609	16.01000023	15.79400063	15.42199993	14.74899864	12.02766609	9.850963593
20091118	15.89999962	16.20000076	15.80000019	16.01000023	83153	13267.5	16.01600075	15.74900055	15.32850075	14.60366631	12.00333309	9.803883553
20091117	16.28000069	16.28000069	15.53999996	15.98999977	120590	19164.80078	15.83600044	15.72700024	15.21999931	14.45733261	11.9750824	9.756923676
20091116	16.05999947	16.39999962	15.80000019	16.18000031	101054	16386	15.75800037	15.73900127	15.11200142	14.33333302	11.95266628	9.709604263
20091113	15.86999989	16.06999969	15.52999973	15.89999962	73752	11627.7002	15.62199974	15.71600056	14.96949959	14.19733238	11.92866516	9.661765099
20091112	15.18999958	16.27000046	15.14999962	16	151833	23959.59961	15.57800007	15.63599968	14.83349895	14.05700016	11.90866566	9.614804268
20091111	15.46000004	15.56000042	15.02999973	15.10999966	113844	17275.59961	15.48200035	15.51600075	14.71150017	13.90299988	11.88033199	9.56820488
20091110	15.47999954	16.12000084	15.47999954	15.60000038	93643	14787.59961	15.61800098	15.46899986	14.61150074	13.77100086	11.85499859	9.52512455
20091109	15.64999962	15.68000031	15.39999962	15.5	56302	8720.900391	15.72000122	15.35899925	14.50049877	13.60733414	11.82541466	9.481043816
20091106	15.56000042	15.75	15.43000031	15.68000031	76534	11931.5	15.81000042	15.2130003	14.38799858	13.46466637	11.79508305	9.436883926
20091105	15.78999996	15.96000004	15.01000023	15.52000046	130068	20173.40039	15.69400024	15.05000019	14.22649956	13.30400181	11.76549911	9.394004822
20091104	16.05999947	16.07999992	15.69999981	15.78999996	78113	12363.09961	15.55000019	14.90799999	14.03100109	13.15433407	11.73408127	9.352045059
20091103	16	16.39999962	15.61999989	16.11000061	163133	26032.40039	15.3200016	14.7130003	13.82250023	13	11.70033169	9.308884621
20091102	14.89999962	15.97999954	14.88000011	15.94999981	137721	21338.80078	14.99799919	14.48500061	13.63050079	12.81400013	11.66191483	9.265324593
20091030	14.88000011	15.39000034	14.64000034	15.10000038	127436	19177.40039	14.61600018	14.22300148	13.43800068	12.62433338	11.62358284	9.222564697
20091029	14.31000042	15.10000038	14.31000042	14.80000019	127873	18912.90039	14.40600014	14.03100014	13.26749992	12.47266674	11.58816624	9.182564735
20091028	14.55000019	14.93000031	14.32999992	14.64000034	125021	18313.90039	14.26600075	13.90700054	13.09650135	12.31799889	11.55233383	9.143363953
20091027	13.97999954	14.69999981	13.71000004	14.5	167679	24106.30078	14.10599995	13.75400066	12.92199993	12.16433334	11.51383305	9.10660553
20091026	13.94999981	14.19999981	13.81000042	14.03999996	93554	13080.5	13.97200012	13.6420002	12.73150063	12.0073328	11.47549915	9.071004868
20091023	14.10000038	14.25	13.80000019	14.05000019	106639	14915.7998	13.82999992	13.56300068	12.59050083	11.86266518	11.44583225	9.038244247
20091022	13.72999954	14.15999985	13.5	14.10000038	129310	17923.30078	13.65600014	13.40300179	12.43100166	11.70033169	11.41858196	9.004924774
20091021	13.93999958	14.14999962	13.71000004	13.84000015	111949	15653.7998	13.54800129	13.15400124	12.27750111	11.52966499	11.3878336	8.972964287
20091020	13.39999962	14.09000015	13.39999962	13.82999992	132948	18396.69922	13.40200043	12.93199921	12.14349937	11.37499905	11.36316586	8.942803383
20091019	13.31999969	13.64999962	13.19999981	13.32999992	117046	15725	13.31199932	12.77600002	11.97849941	11.25466633	11.34208393	8.913403511
20091016	13.5	13.68000031	12.97000027	13.18000031	126058	16647.5	13.29600048	12.65299988	11.82499981	11.15933323	11.33099937	8.886241913
20091015	13.31999969	13.78999996	13.11999989	13.56000042	136612	18379.69922	13.14999962	12.50399971	11.69350052	11.07000065	11.31866646	8.861002922
20091014	13.27999973	13.56000042	13.02999973	13.10999966	149776	19857.19922	12.76000023	12.2859993	11.52350044	10.96133327	11.30649948	8.833442688
