日线	000581	威孚高科										
时间	开盘价	最高价	最低价	收盘价	成交量	成交额	MA.MA1	MA.MA2	MA.MA3	MA.MA4	MA.MA5	MA.MA6
20100304	18.89999962	19.65999985	18.60000038	18.78000069	85120	16403.90039	18.91199875	18.32999992	17.59149933	17.65299797	15.63799953	13.04772282
20100302	18.98999977	19.29000092	18.60000038	18.79999924	39844	7566.100098	18.84799767	18.19799995	17.46999931	17.64033127	15.56666565	13.00636196
20100301	18.88999939	19.10000038	18.70999908	18.98999977	26303	4992.600098	18.69199944	18.02099991	17.34799957	17.64066505	15.4972496	12.96308231
20100226	19	19.25	18.70000076	18.95999908	46563	8843.200195	18.31999969	17.80199814	17.23849869	17.62333107	15.42649937	12.917243
20100225	18.5	19.32999992	18.45999908	19.03000069	83578	15936.59961	18.0340004	17.52499962	17.13949966	17.5846653	15.35433292	12.87140369
20100224	18	18.64999962	17.79999924	18.45999908	39897	7312.299805	17.74799919	17.23800087	17.0644989	17.55033302	15.28074932	12.8276825
20100223	17.12999916	18.13999939	17.06999969	18.02000046	57508	10148.09961	17.54799843	17.04999924	17.02149963	17.56100082	15.21075058	12.78584194
20100222	17.5	17.5	16.94000053	17.12999916	20283	3499.899902	17.34999847	16.90600014	17.08950043	17.58366585	15.13899899	12.74316216
20100212	17.68000031	17.69000053	17.35000038	17.53000069	22074	3878.199951	17.2840004	16.91900063	17.1894989	17.64599991	15.06750011	12.70400238
20100211	17.46999931	17.62000084	17.35000038	17.60000038	30618	5364	17.01599884	16.90800095	17.26399994	17.69000053	15.0005827	12.6643219
20100210	17.20000076	17.54999924	17	17.45999908	32980	5730.600098	16.72800064	16.85300064	17.3144989	17.73466873	14.93383312	12.62312126
20100209	16.70000076	17.09000015	16.61000061	17.03000069	33406	5637.600098	16.55199814	16.74200058	17.36149979	17.78266716	14.87716579	12.58232212
20100208	16.18000031	16.95000076	16.18000031	16.79999924	45172	7491.399902	16.46199989	16.67500114	17.45049858	17.82166481	14.83099842	12.54060173
20100205	15.89999962	16.5	15.60000038	16.19000053	31856	5156.100098	16.55400085	16.67499924	17.5340004	17.86833382	14.78558159	12.50116253
20100204	16.70000076	16.75	16.10000038	16.15999985	59708	9728.400391	16.79999924	16.75399971	17.61450005	17.92866325	14.74308205	12.46412182
20100203	16.62999916	16.77000046	15.02999973	16.57999992	55920	8969.900391	16.97800064	16.89099884	17.70650101	17.93533516	14.69924927	12.42576313
20100202	17.26000023	17.68000031	16.51000023	16.57999992	36638	6220.200195	16.93200111	16.99300003	17.81650162	17.92566681	14.6519165	12.3855238
20100201	17.42000008	17.65999985	17	17.26000023	37742	6506.600098	16.88800049	17.27299881	17.92250061	17.93666649	14.60925102	12.34416199
20100129	17.05999947	18.18000031	16.79999924	17.42000008	88838	15766.09961	16.79599953	17.46000099	18.0095005	17.90133286	14.5614996	12.29940128
20100128	16.36000061	17.09000015	16.30999947	17.04999924	39702	6689.799805	16.70799828	17.62000084	18.08100128	17.89733124	14.50983334	12.25336266
20100127	16.29999924	16.75	15.90999985	16.35000038	61530	10060.09961	16.80399895	17.77600098	18.17550278	17.92233086	14.46091652	12.20812225
20100126	16.95000076	16.95999908	16.20000076	16.36000061	65440	10779.90039	17.05400085	17.98099899	18.3029995	17.96899986	14.41691685	12.16600132
20100125	16.95999908	17.34000015	16.79000092	16.79999924	64702	11008.59961	17.65800095	18.22599983	18.39500046	18.02300072	14.37049961	12.12384129
20100122	17.20000076	17.60000038	16.92000008	16.97999954	88034	15142.59961	18.12399864	18.39299965	18.46500015	18.05399895	14.32199955	12.08000088
20100121	17.79999924	18.09000015	17.14999962	17.53000069	79797	13956.7998	18.53199959	18.47500229	18.51599884	18.07966805	14.27674961	12.03431988
20100120	19.37999916	19.40999985	17.44000053	17.60000038	167092	30771.30078	18.74799919	18.52200127	18.45750046	18.08166504	14.22783184	11.98652077
20100119	19.12999916	19.48999977	18.98999977	19.37999916	60680	11701.5	18.90800095	18.6400013	18.3920002	18.08833122	14.17741585	11.9377203
20100118	19.10000038	19.26000023	18.97999954	19.12999916	56159	10744.7002	18.79399872	18.5720005	18.26849747	18.03566742	14.11024952	11.88140106
20100115	18.81999969	19.12000084	18.45000076	19.02000046	62035	11724.09961	18.66199875	18.55900002	18.12199783	17.96800041	14.04583263	11.82712078
20100114	18.31999969	18.76000023	18.29999924	18.61000061	71478	13248.7998	18.41799927	18.54199982	18.0359993	17.92433548	13.98049927	11.77296162
20100113	18.54000092	18.87000084	18.29999924	18.39999962	60852	11288	18.29599953	18.57500076	17.99549866	17.89700127	13.92541504	11.71972179
20100112	18.29999924	19.04999924	18.14999962	18.80999947	44840	8376.599609	18.37199783	18.625	17.96300125	17.85700035	13.87074757	11.66612244
20100111	18.01000023	18.52000046	17.39999962	18.46999931	62252	11198.2998	18.35000038	18.56399918	17.92149925	17.78500175	13.81491375	11.61084175
20100108	17.53000069	17.95000076	17.5	17.79999924	45782	8099.200195	18.45599937	18.53700066	17.8844986	17.68966675	13.76433086	11.5573616
20100107	18.79000092	18.87999916	17.95000076	18	90633	16559.40039	18.66600037	18.55699921	17.88199997	17.63233185	13.71932983	11.50704098
20100106	18.52000046	19.29999924	18.48999977	18.78000069	85667	16249.09961	18.85400009	18.39300156	17.86150169	17.59866905	13.66766357	11.4566412
20100105	18.98999977	18.98999977	18.39999962	18.70000076	71253	13274.7002	18.87800026	18.14400101	17.81250191	17.51266861	13.60791397	11.40284157
20100104	18.98999977	19.5	18.92000008	19	59539	11451.5	18.77799988	17.96500015	17.76749992	17.45200157	13.54858112	11.34956169
